El,0.0042141318732646545
grupo,0.0003996159534992345
estatal,4.151854062329709e-05
Electricité_de_France,5.189817577912136e-06
-Fpa-,0.004260840231465864
EDF,2.5949087889560682e-05
-Fpt-,0.004255650413887952
anunció,0.00019721306796066117
hoy,0.0018060565171134234
",",0.059267716739756594
jueves,0.00013493525702571555
la,0.033277110309572616
compra,0.000114175986714067
del,0.011713418273347691
51_por_ciento,1.0379635155824273e-05
de,0.053112593092352806
empresa,0.00032176868983055244
mexicana,3.632872304538495e-05
Electricidad_Águila_de_Altamira,5.189817577912136e-06
EAA,1.5569452733736408e-05
creada,3.1138905467472816e-05
por,0.007556374393440071
el,0.026981861587565197
japonés,7.784726366868205e-05
Mitsubishi_Corporation,5.189817577912136e-06
para,0.006528790513013467
poner_en_marcha,3.1138905467472816e-05
una,0.007244985338765343
central,0.00013493525702571555
gas,7.26574460907699e-05
495,1.0379635155824273e-05
megavatios,2.0759270311648545e-05
.,0.030443469912032593
Una,0.0003113890546747282
portavoz,0.00013493525702571555
explicó,0.00021797233827230972
a,0.015325531307574539
EFE,0.0002127825206943976
que,0.02881386719256818
proyecto,0.0002127825206943976
construcción,8.822689882450632e-05
Altamira_2,1.0379635155824273e-05
al,0.005106780496665542
norte,6.227781093494563e-05
Tampico,5.189817577912136e-06
prevé,6.746762851285778e-05
utilización,3.632872304538495e-05
natural,6.227781093494563e-05
como,0.0036121130342268467
combustible,2.0759270311648545e-05
principal,0.0001453148921815398
en,0.022523808288138672
ciclo,2.5949087889560682e-05
combinado,1.5569452733736408e-05
debe,0.00033733814256428884
empezar,2.0759270311648545e-05
funcionar,5.189817577912136e-06
mayo_del_2002,5.189817577912136e-06
La,0.0026468069647351895
electricidad,3.632872304538495e-05
producida,1.5569452733736408e-05
pasará,1.5569452733736408e-05
red,7.26574460907699e-05
eléctrica,8.822689882450632e-05
pública,0.00011936580429197913
México,0.0001556945273373641
en_virtud_de,1.0379635155824273e-05
un,0.009419518903910528
acuerdo,0.0003529075952980253
venta,0.00010898616913615486
energía,6.746762851285778e-05
con,0.007753587461400732
Comisión_Federal_de_Electricidad,5.189817577912136e-06
CFE,5.189817577912136e-06
duración,4.151854062329709e-05
25,5.70879933570335e-05
años,0.0015102369151724316
no,0.006393855255987752
quiso,6.746762851285778e-05
revelar,5.189817577912136e-06
cuánto,1.0379635155824273e-05
*0*,0.020146871837454915
pagó,1.5569452733736408e-05
su,0.006700054493084568
participación,0.00010898616913615486
mayoritaria,5.189817577912136e-06
intervendrá,5.189817577912136e-06
asistente,5.189817577912136e-06
